2,17.5,-16.4057
4,17.5,-23.4332
6,17.5,-27.1844
8,17.5,-29.2255
10,17.5,-30.3230
12,17.5,-30.8884
14,17.5,-31.1844
16,17.5,-31.3396
18,17.5,-31.4256
